*******************************************************************************
 Revised: Jan 15, 2010                 Mars                             499 / 4
 
 GEOPHYSICAL DATA (updated 2009-May-26):
  Mean radius (km)      = 3389.9(2+-4)    Density (g cm^-3)     =  3.933(5+-4)
  Mass (10^23 kg )      =    6.4185       Flattening, f         =  1/154.409
  Volume (x10^10 km^3)  =   16.318        Semi-major axis       =  3397+-4
  Sidereal rot. period  =   24.622962 hr  Rot. Rate (x10^5 s)   =  7.088218
  Mean solar day        =    1.0274907 d  Polar gravity ms^-2   =  3.758
  Mom. of Inertia       =    0.366        Equ. gravity  ms^-2   =  3.71
  Core radius (km)      =  ~1700          Potential Love # k2   =  0.153 +-.017
 
  Grav spectral fact u  =   14 (x10^5)    Topo. spectral fact t = 96 (x10^5)
  Fig. offset (Rcf-Rcm) = 2.50+-0.07 km   Offset (lat./long.)   = 62d / 88d
  GM (km^3 s^-2)        = 42828.3         Equatorial Radius, Re = 3394.0 km 
  GM 1-sigma (km^3 s^-2)= +- 0.1          Mass ratio (Sun/Mars) = 3098708+-9
  
  Atmos. pressure (bar) =    0.0056       Max. angular diam.    =  17.9"
  Mean Temperature (K)  =  210            Visual mag. V(1,0)    =  -1.52
  Geometric albedo      =    0.150        Obliquity to orbit    =  25.19 deg
  Mean sidereal orb per =    1.88081578 y Orbit vel.  km/s      =  24.1309
  Mean sidereal orb per =  686.98 d       Escape vel. km/s      =   5.027
  Hill's sphere rad. Rp =  319.8          Mag. mom (gauss Rp^3) = < 1x10^-4 
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Thu Sep 23 12:23:29 2010  Pasadena, USA     / Horizons    
*******************************************************************************
Target body name: Mars (499)                      {source: MAR085}
Center body name: Solar System Barycenter (0)     {source: DE405}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2005-Jan-01 00:00:00.0000 CT 
Stop  time      : A.D. 2015-Jan-01 00:00:00.0000 CT 
Step-size       : 360 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : KM-S                                                         
Output format   : 02
Reference frame : ICRF/J2000.0                                                 
Output type     : GEOMETRIC cartesian states
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
JDCT ,   , X, Y, Z, VX, VY, VZ,
*******************************************************************************
$$SOE
2453371.500000000, A.D. 2005-Jan-01 00:00:00.0000, -1.724085856006853E+08, -1.586571612968166E+08,  9.124034081645757E+05,  1.728173554474097E+01, -1.577624263607157E+01, -7.554856666158773E-01,
2453371.750000000, A.D. 2005-Jan-01 06:00:00.0000, -1.720348862376845E+08, -1.589975481722144E+08,  8.960827118223384E+05,  1.732004715121387E+01, -1.574104476152466E+01, -7.556893254985066E-01,
2453372.000000000, A.D. 2005-Jan-01 12:00:00.0000, -1.716603600014202E+08, -1.593371737410494E+08,  8.797576537897885E+05,  1.735829781009749E+01, -1.570575121270856E+01, -7.558895047083452E-01,
2453372.250000000, A.D. 2005-Jan-01 18:00:00.0000, -1.712850082122099E+08, -1.596760359376969E+08,  8.634283099031597E+05,  1.739648726341017E+01, -1.567036210329939E+01, -7.560861937972332E-01,
2453372.500000000, A.D. 2005-Jan-02 00:00:00.0000, -1.709088321954049E+08, -1.600141326973535E+08,  8.470947560210451E+05,  1.743461520114200E+01, -1.563487748637421E+01, -7.562793529104042E-01,
2453372.750000000, A.D. 2005-Jan-02 06:00:00.0000, -1.705318332813253E+08, -1.603514619566402E+08,  8.307570679566562E+05,  1.747268137510304E+01, -1.559929734355968E+01, -7.564689708307535E-01,
2453373.000000000, A.D. 2005-Jan-02 12:00:00.0000, -1.701540128056221E+08, -1.606880216536295E+08,  8.144153216624931E+05,  1.751068560479041E+01, -1.556362170052681E+01, -7.566550733146888E-01,
2453373.250000000, A.D. 2005-Jan-02 18:00:00.0000, -1.697753721094296E+08, -1.610238097272987E+08,  7.980695933354422E+05,  1.754862768230413E+01, -1.552785065634469E+01, -7.568376754856905E-01,
2453373.500000000, A.D. 2005-Jan-03 00:00:00.0000, -1.693959125391463E+08, -1.613588241172568E+08,  7.817199593146816E+05,  1.758650732001060E+01, -1.549198431436745E+01, -7.570167517530129E-01,
2453373.750000000, A.D. 2005-Jan-03 06:00:00.0000, -1.690156354461596E+08, -1.616930627641680E+08,  7.653664959131852E+05,  1.762432421522920E+01, -1.545602269268675E+01, -7.571922650042655E-01,
2453374.000000000, A.D. 2005-Jan-03 12:00:00.0000, -1.686345421870190E+08, -1.620265236102972E+08,  7.490092794763893E+05,  1.766207815064774E+01, -1.541996578165517E+01, -7.573642210034679E-01,
